Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western
The Whistle Blower,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Middle Sexes: Redefining He and She,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lifeguard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Outland,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Charles II: The Power and The Passion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cinderella,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Owd Bob,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Last Song,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Vincent,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
Work In Progress,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
And Beyond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Boys Life 5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Futile Attraction,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zebra Lounge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sleeping Beauties,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Attack on Terror: The FBI vs. the Ku Klux Klan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Petersen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Fair Lady,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
The House of Yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Matters of Life and Death,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gift Wrapped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Good Companions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maurie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Loyalties,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Committee,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Brother Orchid,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
It's a Very Merry Muppet Christmas Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Father Came Too!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sure Thing,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Marie and Bruce,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jack Smith and the Destruction of Atlantis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Bad Mama,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Frightmare,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Old Sequoia,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Eyes of a Stranger,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Pistol Pete: The Life and Times of Pete Maravich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wasp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Golden Yeggs,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
House of Cards,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Five Cities of June,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A Breath of Scandal,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Melody,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Holiday Inn,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Puppet Master 5: The Final Chapter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Mom for Christmas,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
No Kidding,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Looper,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Recreation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Space Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lady Cocoa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Carry On Teacher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Defending Our Lives,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A Shocking Accident,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Second Class Citizens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chu Chu and the Philly Flash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sella Turcica,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Three Maxims,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Bright Young Things,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Condemned to Live,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Cadence,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Stroker Ace,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mona Lisa,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Crossover,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Towed in a Hole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jane Steps Out,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hare Remover,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Left Handed Gun,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
They Met in Bombay,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
For Love of the Game,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
This Sporting Life,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Buried Alive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kisses and Caroms,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Operation Petticoat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Elusive Pimpernel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surviving: A Family in Crisis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween Resurrection,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dizzy Pilots,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grind,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Way to the Gold,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Mysterious Dr. Fu Manchu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gone to Earth,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Pride of the Yankees,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dead Lenny,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss 'n' Boats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Badlanders,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ninja III: The Domination,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beast of the City,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
La Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Don't Look Now,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Devour,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Oblivious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Show Biz Bugs,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Manster,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Circus of Horrors,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
Hustle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Three Violent People,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
The Clearing,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
This is Heaven,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"I Love You, Alice B. Toklas",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Lord Fauntleroy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
My Man Godfrey,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Bastion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malibu Express,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Wartime Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Son of Fury: The Story of Benjamin Blake,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Begotten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Fighting Sullivans,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Mummy's Ghost,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Death to Smoochy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Tower,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
The Box,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Perfect Mismatch,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Fixed Bayonets!,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Solar Attack,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Chances Are,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Eye of the Tiger,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dolemite,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Universal Soldier: The Return,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Dead Letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Maximum Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Cat's-Paw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Angel,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Savage Harvest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Double Trouble,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
The Creeping Flesh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Harry's War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3 Strikes,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Canyon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wild Girl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spirit Bear: The Simon Jackson Story,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
So Red the Rose,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Brain Donors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ballad of the Sad Cafe,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Starflight: The Plane That Couldn't Land,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Quiet Woman,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A Girl Like Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sir! No Sir!,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Leghorn Blows at Midnight,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Dylan Dog: Dead of Night,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
Return To The Border,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coffin Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wild Chase,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Welcome to Mooseport,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vice Versa,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Two White Arms,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jedi Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Seven Little Foys,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Ten Little Indians,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Down and Out in Beverly Hills,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk a Crooked Mile,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Thanksgiving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
A Lost Lady,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Was Monty's Double,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nicole,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Inkheart,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
Too Late Blues,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alaskan Nights,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No Monkey Business,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic Training,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now Barabbas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gung Ho!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Fire,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romance on the Range,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Desperate Moment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Glitter Dome,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Fourteen Hours,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Cheetah Girls: One World,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Odd Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire with Fire,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Last Day of Summer,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Return of the Killer Tomatoes,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Barbarian,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
School for Secrets,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Handsome Harry,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Go Figure,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
George White's Scandals,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Little Princess,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tortilla Soup,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Red Dog,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Rimfire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
At the Max,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roman-Legion Hare,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Fritz: The Walter Mondale Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twist Around the Clock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Once Upon a Girl,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Falling Sky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Great Impostor,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tee for Two,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Centerfold Girls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
House Party 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pale Rider,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
The Bone Collector,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Nightmare,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
The Woman in the House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
£100 Reward,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
House Party 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambi,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
The Volunteer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Torch Song,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tortilla Heaven,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Alvarez Kelly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Man with the Steel Whip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Strange Love of Martha Ivers,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Terminal City Ricochet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Man Trouble,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Between Love and Hate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Temporary Widow,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Zany Adventures of Robin Hood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Orders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Woman Alone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strange Behavior,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Seeds of Arkham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Cheat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'm Rick James,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Came Back,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Spirit Lost,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Hide and go shriek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tension at Table Rock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Anna's Dream,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Shadows Run Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Crazy Eyes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Five Forty-Eight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Our Friend, Martin",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A French Mistress,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgotten Babies,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Welcome Home, Roscoe Jenkins",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
King Richard and the Crusaders,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
The Eagle and the Hawk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Agent 420,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grateful Dead: So Far,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Collapse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chupacabra: Dark Seas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chain,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maniac Magee,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
The Man Who Had Power Over Women,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pieces of April,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Roadside Prophets,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BAADASSSSS!,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Down to Earth,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Fatal Attraction,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Delirious,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Is There Anybody There?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everything's Gone Green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12:01 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Lost Skeleton of Cadavra,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Strange One,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mannequin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Green Eyes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"Hey, Hey, It's Esther Blueburger",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rampage,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Death of a Ghost Hunter,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Rocket Science,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
School's Out! The Musical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aduri,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Together,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Granite Hotel,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
King of the Elves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Help Yourself,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rosary Murders,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Blood Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The War on Britain's Jews,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Square,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Cucumber Castle,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Too Young to Die?,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I'm from Arkansas,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Ben 10: Secret of the Omnitrix,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Cat in the Hat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blind Man's Bluff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Larceny on the Air,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Niagara Fools,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Ah, Wilderness!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
High Grass Circus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heart to Heart,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Meerkat Manor: The Story Begins,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Distant Shadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Border Caballero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mrs. Soffel,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Queen of the Damned,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Virginal Young Blondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Broadway Damage,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Living City,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Whiskey School,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Prodigal,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Police Academy 3: Back in Training,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dancing at Lughnasa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Royal Blood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Red Nightmare,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Secret Heart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This Happy Feeling,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hello Dolly!,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Die Screaming Marianne,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
El Muerto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Trials of Oscar Wilde,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Man in the Gray Flannel Suit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sorry, Wrong Number",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
The Fear Inside,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Naked Yoga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A Far Off Place,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Countdown,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Smuggler,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Man in the Dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nets of Destiny,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Vigilantes Return,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
King of the Ants,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Gods of Metal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Wild and the Willing,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Portrait of a Call Girl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Great Adventures of Wild Bill Hickok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stage Hoax,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Die Hel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Not Easily Broken,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Boiling Point,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Voices Within: The Lives of Truddi Chase,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
An Unmarried Woman,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
All of Me,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Redeemer: Son of Satan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Channel Crossing,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Games,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
