Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
The Sunshine Boys,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A Whole New Hugh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quentin Quail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Loverboy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wild Hogs,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chi Girl,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Run for Cover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Cleopatra Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bang,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Eclipse,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
Slam Dunk Ernest,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
The Trials of Henry Kissinger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
A Night at the Movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Turbo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pursuit to Algiers,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
Zwei Frauen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Murder by Death,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3
Love Lives On,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Aviary,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Meantime,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dough and Dynamite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Return of a Man Called Horse,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Wanda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Crazy House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Time of Destiny,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
Antz,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Going the Distance,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Comanche Stallion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
On Such a Night,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Something Borrowed,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Speaking in Strings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Roadie,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Rocketship X-M,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Mickey's Gala Premier,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
They Got Me Covered,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
In Bad Taste,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
My Name Is Juani,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
A Nightingale Sang in Berkeley Square,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
N.Y.H.C.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Last Time I Committed Suicide,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
The Hound of the Deep,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Frontier Pony Express,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shaft,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
The Poet and the Bear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Diary of a Wimpy Kid: Dog Days,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
City Dump: The Story of the 1951 CCNY Basketball Scandal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Blessings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Wide Awake,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Kid from Left Field,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The End of Innocence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fog City Mavericks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Americano,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Pass the Gravy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Technicolor for Industrial Films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Bewitched,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Undersea Kingdom,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
The Doberman Gang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
We're No Angels,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
The Dancing Years,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
The End,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Secrets,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
The Dhamma Brothers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The 7 Adventures of Sinbad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mannequin: On the Move,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
Raising a Riot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Night of the Running Man,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
The Climbers,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pirates of the High Seas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Skipped Parts,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
Keep It Clean,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Prom Night In Mississippi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Ghosts,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Generation X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
The Lost Boys,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8 Million Ways to Die,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Slow Dancing in the Big City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dead Letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bedevilled,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Press Start,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret of Dr. Kildare,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Hell's Kitchen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Romeo and Juliet,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Bangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Little Boy Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
Cadillac Desert,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Wakko's Wish,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3
Chalk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Hawaiians,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
Mr. Proudfoot Shows a Light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Here on Earth,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Uptown Saturday Night,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
A Man to Remember,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Let the Devil Wear Black,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
The Kid from Spain,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Shadow Run,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The 13th Letter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Smoke Signal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Suzie Gold,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Phar Lap,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
It's Pat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Liberal Arts,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2
A Matter of Hair,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
David,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Ring of Bright Water,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Saturday Night and Sunday Morning,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Inkheart,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Mexicali Shmoes,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
It Came Upon the Midnight Clear,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lifecycles: A Story of AIDS in Malawi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Perfect Strangers,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
The Delinquents,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lives and Deaths of the Poets,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nightmare in Blood,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Life Without Pain,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Killer's Kiss,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Monster Mash,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
The List,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Dragons II: The Metal Ages,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A Crack in the Floor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Caddie,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
American Kickboxer 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Golden Earrings,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
McLintock!,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Fire and Sword,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
One Hysterical Night,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Evil Roy Slade,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Alien invasion arizona,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Plains of Heaven,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Personal Affair,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Lonesome Cowboys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Face of a Genius,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heidi,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Filmic Achievement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Night Trap,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
The Open Road,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Lone Star,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0
Lord Camber's Ladies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No Place to Hide,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
The Amateur Gentleman,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Fog,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Way Out West,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
Little Miss Marker,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Sherlock Holmes Returns,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alice in Wonderland,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
The Breed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A Christmas Carol,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
The Dentist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
When Night Falls,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Night Owls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strange Invaders,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Mercy,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
City of Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Cinema Verite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Shivering Sherlocks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Long-Haired Hare,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Gamers: The Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
No No Nanette,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Gentleman After Dark,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
The Spy in the Green Hat,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
Old Acquaintance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Man Who Came Back,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
American Beauty,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Midnight Madness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Little Tokyo, U.S.A.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Sinister Urge,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
Caught Up,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Phenomenon,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Helicopter Spies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Modigliani,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
Josie and the Pussycats,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Death Train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Terror,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Bicycle Dreams,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Reaping,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Tiny Toon Adventures: How I Spent My Vacation,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Mad Max,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Futurama: Bender's Game,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Four Sons,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Tiger Makes Out,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Peggy Sue Got Married,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2
The Deep Blue Sea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inside Out,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Strange Illusion,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
The Miracle Worker,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The September Issue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Front Line,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Bomber Harris,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Men in Black II,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Madhouse,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
Swarm and Destroy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Pick and Shovel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Lost Man,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Building Sites Bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
East L.A. King,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Bob the Butler,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Three Men in a Tub,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Hirokin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sidewalks of New York,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Higher Learning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Real Women Have Curves,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Boys in the Band,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dr. Devil and Mr. Hare,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
The Eye,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Tarzan's Hidden Jungle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Girls From Valley High,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Rhapsody Rabbit,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
The Playboys,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Miss Congeniality 2: Armed and Fabulous,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One-Eyed Monster,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
The Zodiac Killer,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
Vivacious Lady,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Go for a Take,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Operation C.I.A.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cheech & Chong's Up in Smoke,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
A Gruesome Twosome,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Housekeeper's Daughter,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Arizona Days,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
The Dude Bandit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
It Might Get Loud,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
You and Me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Bark,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Greek Tycoon,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
The Big Tease,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Defender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Not of This Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Suggestion Box,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
The Detective,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
The Wizzard of Krudd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Port Whines,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Blood on the Arrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Snow Queen,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A Girl in a Million,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Butterfly Circus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My First Wedding,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Something to Live for: The Alison Gertz Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Confessions of a Sexist Pig,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Pat Garrett and Billy the Kid,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Airplane!,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Striporama,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice to Nowhere,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Offerings,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Musketeer,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Scarlet Lady,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Guatemalan Handshake,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Snow Day,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Joe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Rolling Thunder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Just One of the Girls,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghost Dance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O Parvardigar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Young and Innocent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
Against All Odds 2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Journey's End,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robbery Under Arms,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Squabs and Squabbles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Doll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Hollow Man,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
10.5: Apocalypse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Push-Button Kitty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Color of a Brisk and Leaping Day,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Rising Sun,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
Max Steel: Bio Crisis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Our Town,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Swiss Miss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Jewel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Getting Started,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Holocaust Experience,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Face Behind the Mask,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dangerous Mission,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Out of Bounds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Jacob's Ladder,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
The Tommyknockers,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3
Martha & Ethel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Holding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Oxford Murders,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
It's Nice to Have a Mouse Around the House,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Shadows of the Mind,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
It Is Fine. Everything Is Fine!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Freiheit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Hurry Sundown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Battle of San Pietro,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Cold Mountain,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
Harvard Man,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Good Boy!,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
Telstar: The Joe Meek Story,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Crowing Pains,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Golden Age Motherload,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Adventures of Rex and Rinty,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Frankenstein Must Be Destroyed,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
Bamboo Gods and Iron Men,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Storyville,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
A Question of Attribution,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Home of the Giants,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Take A Chance,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tunes of Glory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Betrayal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Anna Christie,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Second to None,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
And Beyond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Gal Who Took the West,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Jade,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
Snowmen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lucifer Rising,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
